planet_id,hostname,best_mag_band,best_mag,Phi_p,C_phi_pow,n_mc,age_scale_gyr,P_pass_T2,P_pass_T3,P_pass_T4,Ripeness_T2_med,Ripeness_T2_p16,Ripeness_T2_p84,Ripeness_T3_med,Ripeness_T3_p16,Ripeness_T3_p84,Ripeness_T4_med,Ripeness_T4_p16,Ripeness_T4_p84,depth_proxy_med,depth_proxy_p16,depth_proxy_p84,followup_score_med,followup_factor_med,rho_med_g_cm3,g_med_m_s2,vesc_med_rel_earth,floors_used_json,rank_tier5
LHS 1140 b,LHS 1140,K,8.821,0.3751372847649931,0.6509242477211346,20000,4.5,1.0,1.0,1.0,0.7230885900228433,0.6524925369738178,0.7958412939299938,0.7230885900228433,0.6524925369738178,0.7958412939299938,0.9465026308444822,0.8540420643271358,1.041844022271751,0.005397404245827224,0.005241494675936964,0.005552519823061432,0.6181202122913612,1.3090601061456806,5.954899336572414,18.339394084504193,1.7990228302254516,"{""pl_orbeccen"": 0.02, ""st_age"": 0.5}",1
